id,topic,word,part_of_speech,meaning,example,review_day
1567,Core English,review-1567,,,I review review-1567 today.,"1,2,4,7,14,30"
1568,Core English,review-1568,,,I review review-1568 today.,"1,2,4,7,14,30"
1569,Core English,review-1569,,,I review review-1569 today.,"1,2,4,7,14,30"
1570,Core English,review-1570,,,I review review-1570 today.,"1,2,4,7,14,30"
1571,Core English,review-1571,,,I review review-1571 today.,"1,2,4,7,14,30"
1572,Core English,review-1572,,,I review review-1572 today.,"1,2,4,7,14,30"
1573,Core English,review-1573,,,I review review-1573 today.,"1,2,4,7,14,30"
1574,Core English,review-1574,,,I review review-1574 today.,"1,2,4,7,14,30"
1575,Core English,review-1575,,,I review review-1575 today.,"1,2,4,7,14,30"
1576,Core English,review-1576,,,I review review-1576 today.,"1,2,4,7,14,30"
1577,Core English,review-1577,,,I review review-1577 today.,"1,2,4,7,14,30"
1578,Core English,review-1578,,,I review review-1578 today.,"1,2,4,7,14,30"
1579,Core English,review-1579,,,I review review-1579 today.,"1,2,4,7,14,30"
1580,Core English,review-1580,,,I review review-1580 today.,"1,2,4,7,14,30"
1581,Core English,review-1581,,,I review review-1581 today.,"1,2,4,7,14,30"
1582,Core English,review-1582,,,I review review-1582 today.,"1,2,4,7,14,30"
1583,Core English,review-1583,,,I review review-1583 today.,"1,2,4,7,14,30"
1584,Core English,review-1584,,,I review review-1584 today.,"1,2,4,7,14,30"
1585,Core English,review-1585,,,I review review-1585 today.,"1,2,4,7,14,30"
1586,Core English,review-1586,,,I review review-1586 today.,"1,2,4,7,14,30"
1587,Core English,review-1587,,,I review review-1587 today.,"1,2,4,7,14,30"
1588,Core English,review-1588,,,I review review-1588 today.,"1,2,4,7,14,30"
1589,Core English,review-1589,,,I review review-1589 today.,"1,2,4,7,14,30"
1590,Core English,review-1590,,,I review review-1590 today.,"1,2,4,7,14,30"
1591,Core English,review-1591,,,I review review-1591 today.,"1,2,4,7,14,30"
1592,Core English,review-1592,,,I review review-1592 today.,"1,2,4,7,14,30"
1593,Core English,review-1593,,,I review review-1593 today.,"1,2,4,7,14,30"
1594,Core English,review-1594,,,I review review-1594 today.,"1,2,4,7,14,30"
1595,Core English,review-1595,,,I review review-1595 today.,"1,2,4,7,14,30"
1596,Core English,review-1596,,,I review review-1596 today.,"1,2,4,7,14,30"
1597,Core English,review-1597,,,I review review-1597 today.,"1,2,4,7,14,30"
1598,Core English,review-1598,,,I review review-1598 today.,"1,2,4,7,14,30"
1599,Core English,review-1599,,,I review review-1599 today.,"1,2,4,7,14,30"
1600,Core English,review-1600,,,I review review-1600 today.,"1,2,4,7,14,30"
1601,Core English,review-1601,,,I review review-1601 today.,"1,2,4,7,14,30"
1602,Core English,review-1602,,,I review review-1602 today.,"1,2,4,7,14,30"
1603,Core English,review-1603,,,I review review-1603 today.,"1,2,4,7,14,30"
1604,Core English,review-1604,,,I review review-1604 today.,"1,2,4,7,14,30"
1605,Core English,review-1605,,,I review review-1605 today.,"1,2,4,7,14,30"
1606,Core English,review-1606,,,I review review-1606 today.,"1,2,4,7,14,30"
1607,Core English,review-1607,,,I review review-1607 today.,"1,2,4,7,14,30"
1608,Core English,review-1608,,,I review review-1608 today.,"1,2,4,7,14,30"
1609,Core English,review-1609,,,I review review-1609 today.,"1,2,4,7,14,30"
1610,Core English,review-1610,,,I review review-1610 today.,"1,2,4,7,14,30"
1611,Core English,review-1611,,,I review review-1611 today.,"1,2,4,7,14,30"
1612,Core English,review-1612,,,I review review-1612 today.,"1,2,4,7,14,30"
1613,Core English,review-1613,,,I review review-1613 today.,"1,2,4,7,14,30"
1614,Core English,review-1614,,,I review review-1614 today.,"1,2,4,7,14,30"
1615,Core English,review-1615,,,I review review-1615 today.,"1,2,4,7,14,30"
1616,Core English,review-1616,,,I review review-1616 today.,"1,2,4,7,14,30"
1617,Core English,review-1617,,,I review review-1617 today.,"1,2,4,7,14,30"
1618,Core English,review-1618,,,I review review-1618 today.,"1,2,4,7,14,30"
1619,Core English,review-1619,,,I review review-1619 today.,"1,2,4,7,14,30"
1620,Core English,review-1620,,,I review review-1620 today.,"1,2,4,7,14,30"
1621,Core English,review-1621,,,I review review-1621 today.,"1,2,4,7,14,30"
1622,Core English,review-1622,,,I review review-1622 today.,"1,2,4,7,14,30"
1623,Core English,review-1623,,,I review review-1623 today.,"1,2,4,7,14,30"
1624,Core English,review-1624,,,I review review-1624 today.,"1,2,4,7,14,30"
1625,Core English,review-1625,,,I review review-1625 today.,"1,2,4,7,14,30"
1626,Core English,review-1626,,,I review review-1626 today.,"1,2,4,7,14,30"
1627,Core English,review-1627,,,I review review-1627 today.,"1,2,4,7,14,30"
1628,Core English,review-1628,,,I review review-1628 today.,"1,2,4,7,14,30"
1629,Core English,review-1629,,,I review review-1629 today.,"1,2,4,7,14,30"
1630,Core English,review-1630,,,I review review-1630 today.,"1,2,4,7,14,30"
1631,Core English,review-1631,,,I review review-1631 today.,"1,2,4,7,14,30"
1632,Core English,review-1632,,,I review review-1632 today.,"1,2,4,7,14,30"
1633,Core English,review-1633,,,I review review-1633 today.,"1,2,4,7,14,30"
1634,Core English,review-1634,,,I review review-1634 today.,"1,2,4,7,14,30"
1635,Core English,review-1635,,,I review review-1635 today.,"1,2,4,7,14,30"
1636,Core English,review-1636,,,I review review-1636 today.,"1,2,4,7,14,30"
1637,Core English,review-1637,,,I review review-1637 today.,"1,2,4,7,14,30"
1638,Core English,review-1638,,,I review review-1638 today.,"1,2,4,7,14,30"
1639,Core English,review-1639,,,I review review-1639 today.,"1,2,4,7,14,30"
1640,Core English,review-1640,,,I review review-1640 today.,"1,2,4,7,14,30"
1641,Core English,review-1641,,,I review review-1641 today.,"1,2,4,7,14,30"
1642,Core English,review-1642,,,I review review-1642 today.,"1,2,4,7,14,30"
1643,Core English,review-1643,,,I review review-1643 today.,"1,2,4,7,14,30"
1644,Core English,review-1644,,,I review review-1644 today.,"1,2,4,7,14,30"
1645,Core English,review-1645,,,I review review-1645 today.,"1,2,4,7,14,30"
1646,Core English,review-1646,,,I review review-1646 today.,"1,2,4,7,14,30"
1647,Core English,review-1647,,,I review review-1647 today.,"1,2,4,7,14,30"
1648,Core English,review-1648,,,I review review-1648 today.,"1,2,4,7,14,30"
1649,Core English,review-1649,,,I review review-1649 today.,"1,2,4,7,14,30"
1650,Core English,review-1650,,,I review review-1650 today.,"1,2,4,7,14,30"
1651,Core English,review-1651,,,I review review-1651 today.,"1,2,4,7,14,30"
1652,Core English,review-1652,,,I review review-1652 today.,"1,2,4,7,14,30"
1653,Core English,review-1653,,,I review review-1653 today.,"1,2,4,7,14,30"
1654,Core English,review-1654,,,I review review-1654 today.,"1,2,4,7,14,30"
1655,Core English,review-1655,,,I review review-1655 today.,"1,2,4,7,14,30"
1656,Core English,review-1656,,,I review review-1656 today.,"1,2,4,7,14,30"
1657,Core English,review-1657,,,I review review-1657 today.,"1,2,4,7,14,30"
1658,Core English,review-1658,,,I review review-1658 today.,"1,2,4,7,14,30"
1659,Core English,review-1659,,,I review review-1659 today.,"1,2,4,7,14,30"
1660,Core English,review-1660,,,I review review-1660 today.,"1,2,4,7,14,30"
1661,Core English,review-1661,,,I review review-1661 today.,"1,2,4,7,14,30"
1662,Core English,review-1662,,,I review review-1662 today.,"1,2,4,7,14,30"
1663,Core English,review-1663,,,I review review-1663 today.,"1,2,4,7,14,30"
1664,Core English,review-1664,,,I review review-1664 today.,"1,2,4,7,14,30"
1665,Core English,review-1665,,,I review review-1665 today.,"1,2,4,7,14,30"
1666,Core English,review-1666,,,I review review-1666 today.,"1,2,4,7,14,30"
1667,Core English,review-1667,,,I review review-1667 today.,"1,2,4,7,14,30"
1668,Core English,review-1668,,,I review review-1668 today.,"1,2,4,7,14,30"
1669,Core English,review-1669,,,I review review-1669 today.,"1,2,4,7,14,30"
1670,Core English,review-1670,,,I review review-1670 today.,"1,2,4,7,14,30"
1671,Core English,review-1671,,,I review review-1671 today.,"1,2,4,7,14,30"
1672,Core English,review-1672,,,I review review-1672 today.,"1,2,4,7,14,30"
1673,Core English,review-1673,,,I review review-1673 today.,"1,2,4,7,14,30"
1674,Core English,review-1674,,,I review review-1674 today.,"1,2,4,7,14,30"
1675,Core English,review-1675,,,I review review-1675 today.,"1,2,4,7,14,30"
1676,Core English,review-1676,,,I review review-1676 today.,"1,2,4,7,14,30"
1677,Core English,review-1677,,,I review review-1677 today.,"1,2,4,7,14,30"
1678,Core English,review-1678,,,I review review-1678 today.,"1,2,4,7,14,30"
1679,Core English,review-1679,,,I review review-1679 today.,"1,2,4,7,14,30"
1680,Core English,review-1680,,,I review review-1680 today.,"1,2,4,7,14,30"
1681,Core English,review-1681,,,I review review-1681 today.,"1,2,4,7,14,30"
1682,Core English,review-1682,,,I review review-1682 today.,"1,2,4,7,14,30"
1683,Core English,review-1683,,,I review review-1683 today.,"1,2,4,7,14,30"
1684,Core English,review-1684,,,I review review-1684 today.,"1,2,4,7,14,30"
1685,Core English,review-1685,,,I review review-1685 today.,"1,2,4,7,14,30"
1686,Core English,review-1686,,,I review review-1686 today.,"1,2,4,7,14,30"
1687,Core English,review-1687,,,I review review-1687 today.,"1,2,4,7,14,30"
1688,Core English,review-1688,,,I review review-1688 today.,"1,2,4,7,14,30"
1689,Core English,review-1689,,,I review review-1689 today.,"1,2,4,7,14,30"
1690,Core English,review-1690,,,I review review-1690 today.,"1,2,4,7,14,30"
1691,Core English,review-1691,,,I review review-1691 today.,"1,2,4,7,14,30"
1692,Core English,review-1692,,,I review review-1692 today.,"1,2,4,7,14,30"
1693,Core English,review-1693,,,I review review-1693 today.,"1,2,4,7,14,30"
1694,Core English,review-1694,,,I review review-1694 today.,"1,2,4,7,14,30"
1695,Core English,review-1695,,,I review review-1695 today.,"1,2,4,7,14,30"
1696,Core English,review-1696,,,I review review-1696 today.,"1,2,4,7,14,30"
1697,Core English,review-1697,,,I review review-1697 today.,"1,2,4,7,14,30"
1698,Core English,review-1698,,,I review review-1698 today.,"1,2,4,7,14,30"
1699,Core English,review-1699,,,I review review-1699 today.,"1,2,4,7,14,30"
1700,Core English,review-1700,,,I review review-1700 today.,"1,2,4,7,14,30"
1701,Core English,review-1701,,,I review review-1701 today.,"1,2,4,7,14,30"
1702,Core English,review-1702,,,I review review-1702 today.,"1,2,4,7,14,30"
1703,Core English,review-1703,,,I review review-1703 today.,"1,2,4,7,14,30"
1704,Core English,review-1704,,,I review review-1704 today.,"1,2,4,7,14,30"
1705,Core English,review-1705,,,I review review-1705 today.,"1,2,4,7,14,30"
1706,Core English,review-1706,,,I review review-1706 today.,"1,2,4,7,14,30"
1707,Core English,review-1707,,,I review review-1707 today.,"1,2,4,7,14,30"
1708,Core English,review-1708,,,I review review-1708 today.,"1,2,4,7,14,30"
1709,Core English,review-1709,,,I review review-1709 today.,"1,2,4,7,14,30"
1710,Core English,review-1710,,,I review review-1710 today.,"1,2,4,7,14,30"
1711,Core English,review-1711,,,I review review-1711 today.,"1,2,4,7,14,30"
1712,Core English,review-1712,,,I review review-1712 today.,"1,2,4,7,14,30"
1713,Core English,review-1713,,,I review review-1713 today.,"1,2,4,7,14,30"
1714,Core English,review-1714,,,I review review-1714 today.,"1,2,4,7,14,30"
1715,Core English,review-1715,,,I review review-1715 today.,"1,2,4,7,14,30"
1716,Core English,review-1716,,,I review review-1716 today.,"1,2,4,7,14,30"
1717,Core English,review-1717,,,I review review-1717 today.,"1,2,4,7,14,30"
1718,Core English,review-1718,,,I review review-1718 today.,"1,2,4,7,14,30"
1719,Core English,review-1719,,,I review review-1719 today.,"1,2,4,7,14,30"
1720,Core English,review-1720,,,I review review-1720 today.,"1,2,4,7,14,30"
1721,Core English,review-1721,,,I review review-1721 today.,"1,2,4,7,14,30"
1722,Core English,review-1722,,,I review review-1722 today.,"1,2,4,7,14,30"
1723,Core English,review-1723,,,I review review-1723 today.,"1,2,4,7,14,30"
1724,Core English,review-1724,,,I review review-1724 today.,"1,2,4,7,14,30"
1725,Core English,review-1725,,,I review review-1725 today.,"1,2,4,7,14,30"
1726,Core English,review-1726,,,I review review-1726 today.,"1,2,4,7,14,30"
1727,Core English,review-1727,,,I review review-1727 today.,"1,2,4,7,14,30"
1728,Core English,review-1728,,,I review review-1728 today.,"1,2,4,7,14,30"
1729,Core English,review-1729,,,I review review-1729 today.,"1,2,4,7,14,30"
1730,Core English,review-1730,,,I review review-1730 today.,"1,2,4,7,14,30"
1731,Core English,review-1731,,,I review review-1731 today.,"1,2,4,7,14,30"
1732,Core English,review-1732,,,I review review-1732 today.,"1,2,4,7,14,30"
1733,Core English,review-1733,,,I review review-1733 today.,"1,2,4,7,14,30"
1734,Core English,review-1734,,,I review review-1734 today.,"1,2,4,7,14,30"
1735,Core English,review-1735,,,I review review-1735 today.,"1,2,4,7,14,30"
1736,Core English,review-1736,,,I review review-1736 today.,"1,2,4,7,14,30"
1737,Core English,review-1737,,,I review review-1737 today.,"1,2,4,7,14,30"
1738,Core English,review-1738,,,I review review-1738 today.,"1,2,4,7,14,30"
1739,Core English,review-1739,,,I review review-1739 today.,"1,2,4,7,14,30"
1740,Core English,review-1740,,,I review review-1740 today.,"1,2,4,7,14,30"
1741,Core English,review-1741,,,I review review-1741 today.,"1,2,4,7,14,30"
1742,Core English,review-1742,,,I review review-1742 today.,"1,2,4,7,14,30"
1743,Core English,review-1743,,,I review review-1743 today.,"1,2,4,7,14,30"
1744,Core English,review-1744,,,I review review-1744 today.,"1,2,4,7,14,30"
1745,Core English,review-1745,,,I review review-1745 today.,"1,2,4,7,14,30"
1746,Core English,review-1746,,,I review review-1746 today.,"1,2,4,7,14,30"
1747,Core English,review-1747,,,I review review-1747 today.,"1,2,4,7,14,30"
1748,Core English,review-1748,,,I review review-1748 today.,"1,2,4,7,14,30"
1749,Core English,review-1749,,,I review review-1749 today.,"1,2,4,7,14,30"
1750,Core English,review-1750,,,I review review-1750 today.,"1,2,4,7,14,30"
1751,Core English,review-1751,,,I review review-1751 today.,"1,2,4,7,14,30"
1752,Core English,review-1752,,,I review review-1752 today.,"1,2,4,7,14,30"
1753,Core English,review-1753,,,I review review-1753 today.,"1,2,4,7,14,30"
1754,Core English,review-1754,,,I review review-1754 today.,"1,2,4,7,14,30"
1755,Core English,review-1755,,,I review review-1755 today.,"1,2,4,7,14,30"
1756,Core English,review-1756,,,I review review-1756 today.,"1,2,4,7,14,30"
1757,Core English,review-1757,,,I review review-1757 today.,"1,2,4,7,14,30"
1758,Core English,review-1758,,,I review review-1758 today.,"1,2,4,7,14,30"
1759,Core English,review-1759,,,I review review-1759 today.,"1,2,4,7,14,30"
1760,Core English,review-1760,,,I review review-1760 today.,"1,2,4,7,14,30"
1761,Core English,review-1761,,,I review review-1761 today.,"1,2,4,7,14,30"
1762,Core English,review-1762,,,I review review-1762 today.,"1,2,4,7,14,30"
1763,Core English,review-1763,,,I review review-1763 today.,"1,2,4,7,14,30"
1764,Core English,review-1764,,,I review review-1764 today.,"1,2,4,7,14,30"
1765,Core English,review-1765,,,I review review-1765 today.,"1,2,4,7,14,30"
1766,Core English,review-1766,,,I review review-1766 today.,"1,2,4,7,14,30"
1767,Core English,review-1767,,,I review review-1767 today.,"1,2,4,7,14,30"
1768,Core English,review-1768,,,I review review-1768 today.,"1,2,4,7,14,30"
1769,Core English,review-1769,,,I review review-1769 today.,"1,2,4,7,14,30"
1770,Core English,review-1770,,,I review review-1770 today.,"1,2,4,7,14,30"
1771,Core English,review-1771,,,I review review-1771 today.,"1,2,4,7,14,30"
1772,Core English,review-1772,,,I review review-1772 today.,"1,2,4,7,14,30"
1773,Core English,review-1773,,,I review review-1773 today.,"1,2,4,7,14,30"
1774,Core English,review-1774,,,I review review-1774 today.,"1,2,4,7,14,30"
1775,Core English,review-1775,,,I review review-1775 today.,"1,2,4,7,14,30"
1776,Core English,review-1776,,,I review review-1776 today.,"1,2,4,7,14,30"
1777,Core English,review-1777,,,I review review-1777 today.,"1,2,4,7,14,30"
1778,Core English,review-1778,,,I review review-1778 today.,"1,2,4,7,14,30"
1779,Core English,review-1779,,,I review review-1779 today.,"1,2,4,7,14,30"
1780,Core English,review-1780,,,I review review-1780 today.,"1,2,4,7,14,30"
1781,Core English,review-1781,,,I review review-1781 today.,"1,2,4,7,14,30"
1782,Core English,review-1782,,,I review review-1782 today.,"1,2,4,7,14,30"
1783,Core English,review-1783,,,I review review-1783 today.,"1,2,4,7,14,30"
1784,Core English,review-1784,,,I review review-1784 today.,"1,2,4,7,14,30"
1785,Core English,review-1785,,,I review review-1785 today.,"1,2,4,7,14,30"
1786,Core English,review-1786,,,I review review-1786 today.,"1,2,4,7,14,30"
1787,Core English,review-1787,,,I review review-1787 today.,"1,2,4,7,14,30"
1788,Core English,review-1788,,,I review review-1788 today.,"1,2,4,7,14,30"
1789,Core English,review-1789,,,I review review-1789 today.,"1,2,4,7,14,30"
1790,Core English,review-1790,,,I review review-1790 today.,"1,2,4,7,14,30"
1791,Core English,review-1791,,,I review review-1791 today.,"1,2,4,7,14,30"
1792,Core English,review-1792,,,I review review-1792 today.,"1,2,4,7,14,30"
1793,Core English,review-1793,,,I review review-1793 today.,"1,2,4,7,14,30"
1794,Core English,review-1794,,,I review review-1794 today.,"1,2,4,7,14,30"
1795,Core English,review-1795,,,I review review-1795 today.,"1,2,4,7,14,30"
1796,Core English,review-1796,,,I review review-1796 today.,"1,2,4,7,14,30"
1797,Core English,review-1797,,,I review review-1797 today.,"1,2,4,7,14,30"
1798,Core English,review-1798,,,I review review-1798 today.,"1,2,4,7,14,30"
1799,Core English,review-1799,,,I review review-1799 today.,"1,2,4,7,14,30"
1800,Core English,review-1800,,,I review review-1800 today.,"1,2,4,7,14,30"
1801,Core English,review-1801,,,I review review-1801 today.,"1,2,4,7,14,30"
1802,Core English,review-1802,,,I review review-1802 today.,"1,2,4,7,14,30"
1803,Core English,review-1803,,,I review review-1803 today.,"1,2,4,7,14,30"
1804,Core English,review-1804,,,I review review-1804 today.,"1,2,4,7,14,30"
1805,Core English,review-1805,,,I review review-1805 today.,"1,2,4,7,14,30"
1806,Core English,review-1806,,,I review review-1806 today.,"1,2,4,7,14,30"
1807,Core English,review-1807,,,I review review-1807 today.,"1,2,4,7,14,30"
1808,Core English,review-1808,,,I review review-1808 today.,"1,2,4,7,14,30"
1809,Core English,review-1809,,,I review review-1809 today.,"1,2,4,7,14,30"
1810,Core English,review-1810,,,I review review-1810 today.,"1,2,4,7,14,30"
1811,Core English,review-1811,,,I review review-1811 today.,"1,2,4,7,14,30"
1812,Core English,review-1812,,,I review review-1812 today.,"1,2,4,7,14,30"
1813,Core English,review-1813,,,I review review-1813 today.,"1,2,4,7,14,30"
1814,Core English,review-1814,,,I review review-1814 today.,"1,2,4,7,14,30"
1815,Core English,review-1815,,,I review review-1815 today.,"1,2,4,7,14,30"
1816,Core English,review-1816,,,I review review-1816 today.,"1,2,4,7,14,30"
1817,Core English,review-1817,,,I review review-1817 today.,"1,2,4,7,14,30"
1818,Core English,review-1818,,,I review review-1818 today.,"1,2,4,7,14,30"
1819,Core English,review-1819,,,I review review-1819 today.,"1,2,4,7,14,30"
1820,Core English,review-1820,,,I review review-1820 today.,"1,2,4,7,14,30"
1821,Core English,review-1821,,,I review review-1821 today.,"1,2,4,7,14,30"
1822,Core English,review-1822,,,I review review-1822 today.,"1,2,4,7,14,30"
1823,Core English,review-1823,,,I review review-1823 today.,"1,2,4,7,14,30"
1824,Core English,review-1824,,,I review review-1824 today.,"1,2,4,7,14,30"
1825,Core English,review-1825,,,I review review-1825 today.,"1,2,4,7,14,30"
1826,Core English,review-1826,,,I review review-1826 today.,"1,2,4,7,14,30"
1827,Core English,review-1827,,,I review review-1827 today.,"1,2,4,7,14,30"
1828,Core English,review-1828,,,I review review-1828 today.,"1,2,4,7,14,30"
1829,Core English,review-1829,,,I review review-1829 today.,"1,2,4,7,14,30"
1830,Core English,review-1830,,,I review review-1830 today.,"1,2,4,7,14,30"
1831,Core English,review-1831,,,I review review-1831 today.,"1,2,4,7,14,30"
1832,Core English,review-1832,,,I review review-1832 today.,"1,2,4,7,14,30"
1833,Core English,review-1833,,,I review review-1833 today.,"1,2,4,7,14,30"
1834,Core English,review-1834,,,I review review-1834 today.,"1,2,4,7,14,30"
1835,Core English,review-1835,,,I review review-1835 today.,"1,2,4,7,14,30"
1836,Core English,review-1836,,,I review review-1836 today.,"1,2,4,7,14,30"
1837,Core English,review-1837,,,I review review-1837 today.,"1,2,4,7,14,30"
1838,Core English,review-1838,,,I review review-1838 today.,"1,2,4,7,14,30"
1839,Core English,review-1839,,,I review review-1839 today.,"1,2,4,7,14,30"
1840,Core English,review-1840,,,I review review-1840 today.,"1,2,4,7,14,30"
1841,Core English,review-1841,,,I review review-1841 today.,"1,2,4,7,14,30"
1842,Core English,review-1842,,,I review review-1842 today.,"1,2,4,7,14,30"
1843,Core English,review-1843,,,I review review-1843 today.,"1,2,4,7,14,30"
1844,Core English,review-1844,,,I review review-1844 today.,"1,2,4,7,14,30"
1845,Core English,review-1845,,,I review review-1845 today.,"1,2,4,7,14,30"
1846,Core English,review-1846,,,I review review-1846 today.,"1,2,4,7,14,30"
1847,Core English,review-1847,,,I review review-1847 today.,"1,2,4,7,14,30"
1848,Core English,review-1848,,,I review review-1848 today.,"1,2,4,7,14,30"
1849,Core English,review-1849,,,I review review-1849 today.,"1,2,4,7,14,30"
1850,Core English,review-1850,,,I review review-1850 today.,"1,2,4,7,14,30"
1851,Core English,review-1851,,,I review review-1851 today.,"1,2,4,7,14,30"
1852,Core English,review-1852,,,I review review-1852 today.,"1,2,4,7,14,30"
1853,Core English,review-1853,,,I review review-1853 today.,"1,2,4,7,14,30"
1854,Core English,review-1854,,,I review review-1854 today.,"1,2,4,7,14,30"
1855,Core English,review-1855,,,I review review-1855 today.,"1,2,4,7,14,30"
1856,Core English,review-1856,,,I review review-1856 today.,"1,2,4,7,14,30"
1857,Core English,review-1857,,,I review review-1857 today.,"1,2,4,7,14,30"
1858,Core English,review-1858,,,I review review-1858 today.,"1,2,4,7,14,30"
1859,Core English,review-1859,,,I review review-1859 today.,"1,2,4,7,14,30"
1860,Core English,review-1860,,,I review review-1860 today.,"1,2,4,7,14,30"
1861,Core English,review-1861,,,I review review-1861 today.,"1,2,4,7,14,30"
1862,Core English,review-1862,,,I review review-1862 today.,"1,2,4,7,14,30"
1863,Core English,review-1863,,,I review review-1863 today.,"1,2,4,7,14,30"
1864,Core English,review-1864,,,I review review-1864 today.,"1,2,4,7,14,30"
1865,Core English,review-1865,,,I review review-1865 today.,"1,2,4,7,14,30"
1866,Core English,review-1866,,,I review review-1866 today.,"1,2,4,7,14,30"
1867,Core English,review-1867,,,I review review-1867 today.,"1,2,4,7,14,30"
1868,Core English,review-1868,,,I review review-1868 today.,"1,2,4,7,14,30"
1869,Core English,review-1869,,,I review review-1869 today.,"1,2,4,7,14,30"
1870,Core English,review-1870,,,I review review-1870 today.,"1,2,4,7,14,30"
1871,Core English,review-1871,,,I review review-1871 today.,"1,2,4,7,14,30"
1872,Core English,review-1872,,,I review review-1872 today.,"1,2,4,7,14,30"
1873,Core English,review-1873,,,I review review-1873 today.,"1,2,4,7,14,30"
1874,Core English,review-1874,,,I review review-1874 today.,"1,2,4,7,14,30"
1875,Core English,review-1875,,,I review review-1875 today.,"1,2,4,7,14,30"
1876,Core English,review-1876,,,I review review-1876 today.,"1,2,4,7,14,30"
1877,Core English,review-1877,,,I review review-1877 today.,"1,2,4,7,14,30"
1878,Core English,review-1878,,,I review review-1878 today.,"1,2,4,7,14,30"
1879,Core English,review-1879,,,I review review-1879 today.,"1,2,4,7,14,30"
1880,Core English,review-1880,,,I review review-1880 today.,"1,2,4,7,14,30"
1881,Core English,review-1881,,,I review review-1881 today.,"1,2,4,7,14,30"
1882,Core English,review-1882,,,I review review-1882 today.,"1,2,4,7,14,30"
1883,Core English,review-1883,,,I review review-1883 today.,"1,2,4,7,14,30"
1884,Core English,review-1884,,,I review review-1884 today.,"1,2,4,7,14,30"
1885,Core English,review-1885,,,I review review-1885 today.,"1,2,4,7,14,30"
1886,Core English,review-1886,,,I review review-1886 today.,"1,2,4,7,14,30"
1887,Core English,review-1887,,,I review review-1887 today.,"1,2,4,7,14,30"
1888,Core English,review-1888,,,I review review-1888 today.,"1,2,4,7,14,30"
1889,Core English,review-1889,,,I review review-1889 today.,"1,2,4,7,14,30"
1890,Core English,review-1890,,,I review review-1890 today.,"1,2,4,7,14,30"
1891,Core English,review-1891,,,I review review-1891 today.,"1,2,4,7,14,30"
1892,Core English,review-1892,,,I review review-1892 today.,"1,2,4,7,14,30"
1893,Core English,review-1893,,,I review review-1893 today.,"1,2,4,7,14,30"
1894,Core English,review-1894,,,I review review-1894 today.,"1,2,4,7,14,30"
1895,Core English,review-1895,,,I review review-1895 today.,"1,2,4,7,14,30"
1896,Core English,review-1896,,,I review review-1896 today.,"1,2,4,7,14,30"
1897,Core English,review-1897,,,I review review-1897 today.,"1,2,4,7,14,30"
1898,Core English,review-1898,,,I review review-1898 today.,"1,2,4,7,14,30"
1899,Core English,review-1899,,,I review review-1899 today.,"1,2,4,7,14,30"
1900,Core English,review-1900,,,I review review-1900 today.,"1,2,4,7,14,30"
1901,Core English,review-1901,,,I review review-1901 today.,"1,2,4,7,14,30"
1902,Core English,review-1902,,,I review review-1902 today.,"1,2,4,7,14,30"
1903,Core English,review-1903,,,I review review-1903 today.,"1,2,4,7,14,30"
1904,Core English,review-1904,,,I review review-1904 today.,"1,2,4,7,14,30"
1905,Core English,review-1905,,,I review review-1905 today.,"1,2,4,7,14,30"
1906,Core English,review-1906,,,I review review-1906 today.,"1,2,4,7,14,30"
1907,Core English,review-1907,,,I review review-1907 today.,"1,2,4,7,14,30"
1908,Core English,review-1908,,,I review review-1908 today.,"1,2,4,7,14,30"
1909,Core English,review-1909,,,I review review-1909 today.,"1,2,4,7,14,30"
1910,Core English,review-1910,,,I review review-1910 today.,"1,2,4,7,14,30"
1911,Core English,review-1911,,,I review review-1911 today.,"1,2,4,7,14,30"
1912,Core English,review-1912,,,I review review-1912 today.,"1,2,4,7,14,30"
1913,Core English,review-1913,,,I review review-1913 today.,"1,2,4,7,14,30"
1914,Core English,review-1914,,,I review review-1914 today.,"1,2,4,7,14,30"
1915,Core English,review-1915,,,I review review-1915 today.,"1,2,4,7,14,30"
1916,Core English,review-1916,,,I review review-1916 today.,"1,2,4,7,14,30"
1917,Core English,review-1917,,,I review review-1917 today.,"1,2,4,7,14,30"
1918,Core English,review-1918,,,I review review-1918 today.,"1,2,4,7,14,30"
1919,Core English,review-1919,,,I review review-1919 today.,"1,2,4,7,14,30"
1920,Core English,review-1920,,,I review review-1920 today.,"1,2,4,7,14,30"
1921,Core English,review-1921,,,I review review-1921 today.,"1,2,4,7,14,30"
1922,Core English,review-1922,,,I review review-1922 today.,"1,2,4,7,14,30"
1923,Core English,review-1923,,,I review review-1923 today.,"1,2,4,7,14,30"
1924,Core English,review-1924,,,I review review-1924 today.,"1,2,4,7,14,30"
1925,Core English,review-1925,,,I review review-1925 today.,"1,2,4,7,14,30"
1926,Core English,review-1926,,,I review review-1926 today.,"1,2,4,7,14,30"
1927,Core English,review-1927,,,I review review-1927 today.,"1,2,4,7,14,30"
1928,Core English,review-1928,,,I review review-1928 today.,"1,2,4,7,14,30"
1929,Core English,review-1929,,,I review review-1929 today.,"1,2,4,7,14,30"
1930,Core English,review-1930,,,I review review-1930 today.,"1,2,4,7,14,30"
1931,Core English,review-1931,,,I review review-1931 today.,"1,2,4,7,14,30"
1932,Core English,review-1932,,,I review review-1932 today.,"1,2,4,7,14,30"
1933,Core English,review-1933,,,I review review-1933 today.,"1,2,4,7,14,30"
